user_id,rank,product_id,product_category,brand,retrieval_score,ranking_score,product_score,recommendation_reason,category_match,predicted_purchase_probability
U000037,10,P000012,Grocery,NorthPantry,0.0,0.0018,0.1353,Recommended because ranking features predict purchase intent,False,0.0018
U000030,1,P000014,Sports,Fieldstone,0.0335,0.0017,0.1466,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
U000030,2,P000023,Grocery,HarvestHill,0.0084,0.0031,0.1449,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000030,3,P000006,Grocery,HarvestHill,0.0079,0.0018,0.1441,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000030,4,P000031,Sports,MotionWorks,0.0076,0.0019,0.1418,Recommended because the two-tower retrieval model found similar behavior,False,0.0019
U000030,5,P000011,Home,LumaHome,0.0,0.0022,0.1402,Recommended because ranking features predict purchase intent,False,0.0022
U000030,6,P000010,Fashion,LinenLane,0.0,0.0023,0.1393,Recommended because ranking features predict purchase intent,False,0.0023
U000030,7,P000028,Electronics,VoltEdge,0.008,0.0015,0.1389,Recommended because it matches the user's category affinity,True,0.0015
U000030,8,P000012,Grocery,NorthPantry,0.0064,0.0018,0.1371,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000030,9,P000024,Grocery,KindTable,0.0085,0.0018,0.1357,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000030,10,P000018,Electronics,Auralux,0.0,0.003,0.1354,Recommended because it matches the user's category affinity,True,0.003
U000067,1,P000023,Grocery,HarvestHill,0.0027,0.0031,0.1433,Recommended because ranking features predict purchase intent,False,0.0031
U000067,2,P000006,Grocery,HarvestHill,0.0025,0.0018,0.1426,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000067,3,P000031,Sports,MotionWorks,0.0024,0.0019,0.1404,Recommended because the two-tower retrieval model found similar behavior,False,0.0019
U000067,4,P000014,Sports,Fieldstone,0.0108,0.0017,0.1403,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
U000067,5,P000011,Home,LumaHome,0.0,0.0022,0.1402,Recommended because ranking features predict purchase intent,False,0.0022
U000067,6,P000010,Fashion,LinenLane,0.0032,0.0023,0.1402,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000067,7,P000028,Electronics,VoltEdge,0.0,0.0015,0.1367,Recommended because it matches the user's category affinity,True,0.0015
U000067,8,P000012,Grocery,NorthPantry,0.0021,0.0018,0.1359,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000067,9,P000018,Electronics,Auralux,0.0,0.003,0.1354,Recommended because it matches the user's category affinity,True,0.003
U000067,10,P000009,Electronics,VoltEdge,0.0,0.0033,0.1354,Recommended because it matches the user's category affinity,True,0.0033
U000053,1,P000023,Grocery,HarvestHill,0.0125,0.0031,0.1461,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000053,2,P000006,Grocery,HarvestHill,0.0128,0.0018,0.1455,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000053,3,P000011,Home,LumaHome,0.0138,0.0022,0.1441,Recommended because it matches the user's category affinity,True,0.0022
U000053,4,P000010,Fashion,LinenLane,0.0118,0.0023,0.1426,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000053,5,P000028,Electronics,VoltEdge,0.0127,0.0015,0.1403,Recommended because the two-tower retrieval model found similar behavior,False,0.0015
U000053,6,P000031,Sports,MotionWorks,0.0,0.0019,0.1397,Recommended because ranking features predict purchase intent,False,0.0019
U000053,7,P000012,Grocery,NorthPantry,0.0135,0.0018,0.1391,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000053,8,P000018,Electronics,Auralux,0.0122,0.003,0.1389,Recommended because the two-tower retrieval model found similar behavior,False,0.003
U000053,9,P000009,Electronics,VoltEdge,0.0122,0.0033,0.1388,Recommended because the two-tower retrieval model found similar behavior,False,0.0033
U000053,10,P000015,Fashion,Arden,0.0129,0.0017,0.1375,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
U000023,1,P000023,Grocery,HarvestHill,0.0052,0.0031,0.144,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000023,2,P000006,Grocery,HarvestHill,0.0053,0.0018,0.1434,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000023,3,P000011,Home,LumaHome,0.0057,0.0022,0.1418,Recommended because the two-tower retrieval model found similar behavior,False,0.0022
U000023,4,P000031,Sports,MotionWorks,0.0053,0.0019,0.1412,Recommended because the two-tower retrieval model found similar behavior,False,0.0019
U000023,5,P000010,Fashion,LinenLane,0.0049,0.0023,0.1406,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000023,6,P000028,Electronics,VoltEdge,0.0052,0.0015,0.1382,Recommended because it matches the user's category affinity,True,0.0015
U000023,7,P000014,Sports,Fieldstone,0.0,0.0017,0.1373,Recommended because ranking features predict purchase intent,False,0.0017
U000023,8,P000012,Grocery,NorthPantry,0.0056,0.0018,0.1369,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000023,9,P000018,Electronics,Auralux,0.005,0.003,0.1369,Recommended because it matches the user's category affinity,True,0.003
U000023,10,P000009,Electronics,VoltEdge,0.0,0.0033,0.1354,Recommended because it matches the user's category affinity,True,0.0033
U000021,1,P000023,Grocery,HarvestHill,0.0164,0.0031,0.1471,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000021,2,P000006,Grocery,HarvestHill,0.0167,0.0018,0.1466,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000021,3,P000011,Home,LumaHome,0.0181,0.0022,0.1453,Recommended because the two-tower retrieval model found similar behavior,False,0.0022
U000021,4,P000031,Sports,MotionWorks,0.0169,0.0019,0.1444,Recommended because the two-tower retrieval model found similar behavior,False,0.0019
U000021,5,P000010,Fashion,LinenLane,0.0154,0.0023,0.1436,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000021,6,P000012,Grocery,NorthPantry,0.0177,0.0018,0.1403,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000021,7,P000018,Electronics,Auralux,0.016,0.003,0.1399,Recommended because it matches the user's category affinity,True,0.003
U000021,8,P000009,Electronics,VoltEdge,0.0159,0.0033,0.1398,Recommended because it matches the user's category affinity,True,0.0033
U000021,9,P000015,Fashion,Arden,0.0168,0.0017,0.1386,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
U000021,10,P000024,Grocery,KindTable,0.0163,0.0018,0.1378,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000054,1,P000023,Grocery,HarvestHill,0.0053,0.0031,0.144,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000054,2,P000006,Grocery,HarvestHill,0.005,0.0018,0.1433,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000054,3,P000014,Sports,Fieldstone,0.0211,0.0017,0.1432,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
U000054,4,P000010,Fashion,LinenLane,0.0062,0.0023,0.141,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000054,5,P000011,Home,LumaHome,0.0,0.0022,0.1402,Recommended because ranking features predict purchase intent,False,0.0022
U000054,6,P000031,Sports,MotionWorks,0.0,0.0019,0.1397,Recommended because ranking features predict purchase intent,False,0.0019
U000054,7,P000018,Electronics,Auralux,0.0057,0.003,0.137,Recommended because it matches the user's category affinity,True,0.003
U000054,8,P000028,Electronics,VoltEdge,0.0,0.0015,0.1367,Recommended because it matches the user's category affinity,True,0.0015
U000054,9,P000012,Grocery,NorthPantry,0.004,0.0018,0.1364,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000054,10,P000009,Electronics,VoltEdge,0.0,0.0033,0.1354,Recommended because it matches the user's category affinity,True,0.0033
U000027,1,P000023,Grocery,HarvestHill,0.0101,0.0031,0.1454,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000027,2,P000031,Sports,MotionWorks,0.0113,0.0019,0.1428,Recommended because the two-tower retrieval model found similar behavior,False,0.0019
U000027,3,P000006,Grocery,HarvestHill,0.0,0.0018,0.1419,Recommended because ranking features predict purchase intent,False,0.0018
U000027,4,P000010,Fashion,LinenLane,0.008,0.0023,0.1415,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000027,5,P000011,Home,LumaHome,0.0,0.0022,0.1402,Recommended because ranking features predict purchase intent,False,0.0022
U000027,6,P000028,Electronics,VoltEdge,0.0106,0.0015,0.1397,Recommended because it matches the user's category affinity,True,0.0015
U000027,7,P000012,Grocery,NorthPantry,0.013,0.0018,0.1389,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000027,8,P000009,Electronics,VoltEdge,0.0091,0.0033,0.1379,Recommended because it matches the user's category affinity,True,0.0033
U000027,9,P000014,Sports,Fieldstone,0.0,0.0017,0.1373,Recommended because ranking features predict purchase intent,False,0.0017
U000027,10,P000015,Fashion,Arden,0.011,0.0017,0.137,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
U000066,1,P000023,Grocery,HarvestHill,0.0009,0.0031,0.1428,Recommended because ranking features predict purchase intent,False,0.0031
U000066,2,P000006,Grocery,HarvestHill,0.0007,0.0018,0.1421,Recommended because ranking features predict purchase intent,False,0.0018
U000066,3,P000011,Home,LumaHome,0.0,0.0022,0.1402,Recommended because ranking features predict purchase intent,False,0.0022
U000066,4,P000014,Sports,Fieldstone,0.0092,0.0017,0.1398,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
U000066,5,P000031,Sports,MotionWorks,0.0006,0.0019,0.1398,Recommended because ranking features predict purchase intent,False,0.0019
U000066,6,P000010,Fashion,LinenLane,0.0,0.0023,0.1393,Recommended because ranking features predict purchase intent,False,0.0023
U000066,7,P000028,Electronics,VoltEdge,0.0007,0.0015,0.1369,Recommended because it matches the user's category affinity,True,0.0015
U000066,8,P000018,Electronics,Auralux,0.0011,0.003,0.1357,Recommended because it matches the user's category affinity,True,0.003
U000066,9,P000009,Electronics,VoltEdge,0.0011,0.0033,0.1357,Recommended because it matches the user's category affinity,True,0.0033
U000066,10,P000012,Grocery,NorthPantry,0.0002,0.0018,0.1354,Recommended because ranking features predict purchase intent,False,0.0018
U000057,1,P000023,Grocery,HarvestHill,0.0042,0.0031,0.1437,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000057,2,P000006,Grocery,HarvestHill,0.0043,0.0018,0.1431,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000057,3,P000010,Fashion,LinenLane,0.004,0.0023,0.1404,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000057,4,P000011,Home,LumaHome,0.0,0.0022,0.1402,Recommended because it matches the user's category affinity,True,0.0022
U000057,5,P000031,Sports,MotionWorks,0.0,0.0019,0.1397,Recommended because ranking features predict purchase intent,False,0.0019
U000057,6,P000028,Electronics,VoltEdge,0.0043,0.0015,0.1379,Recommended because the two-tower retrieval model found similar behavior,False,0.0015
U000057,7,P000014,Sports,Fieldstone,0.0,0.0017,0.1373,Recommended because ranking features predict purchase intent,False,0.0017
U000057,8,P000018,Electronics,Auralux,0.0041,0.003,0.1366,Recommended because the two-tower retrieval model found similar behavior,False,0.003
U000057,9,P000012,Grocery,NorthPantry,0.0046,0.0018,0.1366,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000057,10,P000009,Electronics,VoltEdge,0.0041,0.0033,0.1365,Recommended because the two-tower retrieval model found similar behavior,False,0.0033
U000012,1,P000011,Home,LumaHome,0.0445,0.0022,0.1526,Recommended because the two-tower retrieval model found similar behavior,False,0.0022
U000012,2,P000031,Sports,MotionWorks,0.0417,0.0019,0.1513,Recommended because the two-tower retrieval model found similar behavior,False,0.0019
U000012,3,P000010,Fashion,LinenLane,0.038,0.0023,0.1499,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000012,4,P000028,Electronics,VoltEdge,0.041,0.0015,0.1482,Recommended because it matches the user's category affinity,True,0.0015
U000012,5,P000012,Grocery,NorthPantry,0.0436,0.0018,0.1475,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000012,6,P000009,Electronics,VoltEdge,0.0392,0.0033,0.1463,Recommended because it matches the user's category affinity,True,0.0033
U000012,7,P000015,Fashion,Arden,0.0414,0.0017,0.1455,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
U000012,8,P000021,Sports,StrideIQ,0.0416,0.0034,0.1447,Recommended because the two-tower retrieval model found similar behavior,False,0.0034
U000012,9,P000038,Fashion,Arden,0.0403,0.0031,0.1436,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000012,10,P000032,Grocery,DailyCrop,0.0393,0.0012,0.1436,Recommended because the two-tower retrieval model found similar behavior,False,0.0012
U000071,1,P000023,Grocery,HarvestHill,0.0085,0.0031,0.1449,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000071,2,P000006,Grocery,HarvestHill,0.0087,0.0018,0.1443,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000071,3,P000011,Home,LumaHome,0.0094,0.0022,0.1428,Recommended because the two-tower retrieval model found similar behavior,False,0.0022
U000071,4,P000031,Sports,MotionWorks,0.0088,0.0019,0.1421,Recommended because the two-tower retrieval model found similar behavior,False,0.0019
U000071,5,P000010,Fashion,LinenLane,0.0,0.0023,0.1393,Recommended because ranking features predict purchase intent,False,0.0023
U000071,6,P000028,Electronics,VoltEdge,0.0086,0.0015,0.1391,Recommended because it matches the user's category affinity,True,0.0015
U000071,7,P000012,Grocery,NorthPantry,0.0092,0.0018,0.1379,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000071,8,P000018,Electronics,Auralux,0.0083,0.003,0.1378,Recommended because it matches the user's category affinity,True,0.003
U000071,9,P000009,Electronics,VoltEdge,0.0083,0.0033,0.1377,Recommended because it matches the user's category affinity,True,0.0033
U000071,10,P000014,Sports,Fieldstone,0.0,0.0017,0.1373,Recommended because ranking features predict purchase intent,False,0.0017
U000011,1,P000023,Grocery,HarvestHill,0.0017,0.0031,0.143,Recommended because ranking features predict purchase intent,False,0.0031
U000011,2,P000006,Grocery,HarvestHill,0.0017,0.0018,0.1424,Recommended because ranking features predict purchase intent,False,0.0018
U000011,3,P000011,Home,LumaHome,0.0019,0.0022,0.1407,Recommended because ranking features predict purchase intent,False,0.0022
U000011,4,P000031,Sports,MotionWorks,0.0018,0.0019,0.1402,Recommended because ranking features predict purchase intent,False,0.0019
U000011,5,P000010,Fashion,LinenLane,0.0016,0.0023,0.1397,Recommended because ranking features predict purchase intent,False,0.0023
U000011,6,P000014,Sports,Fieldstone,0.0,0.0017,0.1373,Recommended because ranking features predict purchase intent,False,0.0017
U000011,7,P000028,Electronics,VoltEdge,0.0017,0.0015,0.1372,Recommended because it matches the user's category affinity,True,0.0015
U000011,8,P000018,Electronics,Auralux,0.0017,0.003,0.1359,Recommended because it matches the user's category affinity,True,0.003
U000011,9,P000009,Electronics,VoltEdge,0.0017,0.0033,0.1358,Recommended because it matches the user's category affinity,True,0.0033
U000011,10,P000012,Grocery,NorthPantry,0.0018,0.0018,0.1358,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000064,1,P000023,Grocery,HarvestHill,0.0213,0.0031,0.1485,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000064,2,P000006,Grocery,HarvestHill,0.0217,0.0018,0.148,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000064,3,P000011,Home,LumaHome,0.0235,0.0022,0.1468,Recommended because the two-tower retrieval model found similar behavior,False,0.0022
U000064,4,P000031,Sports,MotionWorks,0.022,0.0019,0.1458,Recommended because the two-tower retrieval model found similar behavior,False,0.0019
U000064,5,P000010,Fashion,LinenLane,0.02,0.0023,0.1449,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000064,6,P000012,Grocery,NorthPantry,0.023,0.0018,0.1417,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000064,7,P000018,Electronics,Auralux,0.0207,0.003,0.1412,Recommended because it matches the user's category affinity,True,0.003
U000064,8,P000009,Electronics,VoltEdge,0.0207,0.0033,0.1412,Recommended because it matches the user's category affinity,True,0.0033
U000064,9,P000015,Fashion,Arden,0.0219,0.0017,0.14,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
U000064,10,P000024,Grocery,KindTable,0.0212,0.0018,0.1392,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000014,1,P000014,Sports,Fieldstone,0.053,0.0017,0.1521,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
U000014,2,P000023,Grocery,HarvestHill,0.0133,0.0031,0.1463,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000014,3,P000010,Fashion,LinenLane,0.0156,0.0023,0.1436,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000014,4,P000031,Sports,MotionWorks,0.012,0.0019,0.143,Recommended because the two-tower retrieval model found similar behavior,False,0.0019
U000014,5,P000006,Grocery,HarvestHill,0.0,0.0018,0.1419,Recommended because ranking features predict purchase intent,False,0.0018
U000014,6,P000028,Electronics,VoltEdge,0.0127,0.0015,0.1402,Recommended because it matches the user's category affinity,True,0.0015
U000014,7,P000011,Home,LumaHome,0.0,0.0022,0.1402,Recommended because ranking features predict purchase intent,False,0.0022
U000014,8,P000018,Electronics,Auralux,0.0143,0.003,0.1395,Recommended because it matches the user's category affinity,True,0.003
U000014,9,P000009,Electronics,VoltEdge,0.0144,0.0033,0.1394,Recommended because it matches the user's category affinity,True,0.0033
U000014,10,P000012,Grocery,NorthPantry,0.0101,0.0018,0.1381,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000034,1,P000023,Grocery,HarvestHill,0.0162,0.0031,0.1471,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000034,2,P000006,Grocery,HarvestHill,0.0165,0.0018,0.1465,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000034,3,P000011,Home,LumaHome,0.0179,0.0022,0.1452,Recommended because the two-tower retrieval model found similar behavior,False,0.0022
U000034,4,P000031,Sports,MotionWorks,0.0167,0.0019,0.1444,Recommended because the two-tower retrieval model found similar behavior,False,0.0019
U000034,5,P000010,Fashion,LinenLane,0.0152,0.0023,0.1435,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000034,6,P000028,Electronics,VoltEdge,0.0164,0.0015,0.1413,Recommended because it matches the user's category affinity,True,0.0015
U000034,7,P000012,Grocery,NorthPantry,0.0175,0.0018,0.1402,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000034,8,P000015,Fashion,Arden,0.0166,0.0017,0.1386,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
U000034,9,P000024,Grocery,KindTable,0.0161,0.0018,0.1378,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000034,10,P000021,Sports,StrideIQ,0.0167,0.0034,0.1377,Recommended because the two-tower retrieval model found similar behavior,False,0.0034
U000040,1,P000023,Grocery,HarvestHill,0.0122,0.0031,0.146,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000040,2,P000006,Grocery,HarvestHill,0.0124,0.0018,0.1454,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000040,3,P000011,Home,LumaHome,0.0134,0.0022,0.144,Recommended because the two-tower retrieval model found similar behavior,False,0.0022
U000040,4,P000031,Sports,MotionWorks,0.0126,0.0019,0.1432,Recommended because the two-tower retrieval model found similar behavior,False,0.0019
U000040,5,P000010,Fashion,LinenLane,0.0115,0.0023,0.1425,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000040,6,P000012,Grocery,NorthPantry,0.0132,0.0018,0.139,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000040,7,P000018,Electronics,Auralux,0.0119,0.003,0.1388,Recommended because it matches the user's category affinity,True,0.003
U000040,8,P000009,Electronics,VoltEdge,0.0118,0.0033,0.1387,Recommended because it matches the user's category affinity,True,0.0033
U000040,9,P000015,Fashion,Arden,0.0125,0.0017,0.1374,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
U000040,10,P000014,Sports,Fieldstone,0.0,0.0017,0.1373,Recommended because ranking features predict purchase intent,False,0.0017
U000042,1,P000014,Sports,Fieldstone,0.0542,0.0017,0.1524,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
U000042,2,P000023,Grocery,HarvestHill,0.0136,0.0031,0.1464,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000042,3,P000010,Fashion,LinenLane,0.016,0.0023,0.1437,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000042,4,P000031,Sports,MotionWorks,0.0122,0.0019,0.1431,Recommended because the two-tower retrieval model found similar behavior,False,0.0019
U000042,5,P000011,Home,LumaHome,0.0094,0.0022,0.1428,Recommended because the two-tower retrieval model found similar behavior,False,0.0022
U000042,6,P000006,Grocery,HarvestHill,0.0,0.0018,0.1419,Recommended because ranking features predict purchase intent,False,0.0018
U000042,7,P000028,Electronics,VoltEdge,0.013,0.0015,0.1403,Recommended because the two-tower retrieval model found similar behavior,False,0.0015
U000042,8,P000018,Electronics,Auralux,0.0147,0.003,0.1396,Recommended because the two-tower retrieval model found similar behavior,False,0.003
U000042,9,P000009,Electronics,VoltEdge,0.0147,0.0033,0.1395,Recommended because the two-tower retrieval model found similar behavior,False,0.0033
U000042,10,P000024,Grocery,KindTable,0.0138,0.0018,0.1371,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000016,1,P000014,Sports,Fieldstone,0.0504,0.0017,0.1514,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
U000016,2,P000023,Grocery,HarvestHill,0.0126,0.0031,0.1461,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000016,3,P000010,Fashion,LinenLane,0.0148,0.0023,0.1434,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000016,4,P000031,Sports,MotionWorks,0.0114,0.0019,0.1429,Recommended because the two-tower retrieval model found similar behavior,False,0.0019
U000016,5,P000011,Home,LumaHome,0.0088,0.0022,0.1427,Recommended because the two-tower retrieval model found similar behavior,False,0.0022
U000016,6,P000006,Grocery,HarvestHill,0.0,0.0018,0.1419,Recommended because ranking features predict purchase intent,False,0.0018
U000016,7,P000028,Electronics,VoltEdge,0.012,0.0015,0.1401,Recommended because the two-tower retrieval model found similar behavior,False,0.0015
U000016,8,P000018,Electronics,Auralux,0.0136,0.003,0.1393,Recommended because the two-tower retrieval model found similar behavior,False,0.003
U000016,9,P000009,Electronics,VoltEdge,0.0137,0.0033,0.1392,Recommended because the two-tower retrieval model found similar behavior,False,0.0033
U000016,10,P000012,Grocery,NorthPantry,0.0096,0.0018,0.138,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000048,1,P000023,Grocery,HarvestHill,0.0042,0.0031,0.1437,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000048,2,P000006,Grocery,HarvestHill,0.0039,0.0018,0.143,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000048,3,P000014,Sports,Fieldstone,0.0167,0.0017,0.1419,Recommended because it matches the user's category affinity,True,0.0017
U000048,4,P000011,Home,LumaHome,0.0029,0.0022,0.141,Recommended because the two-tower retrieval model found similar behavior,False,0.0022
U000048,5,P000031,Sports,MotionWorks,0.0038,0.0019,0.1407,Recommended because it matches the user's category affinity,True,0.0019
U000048,6,P000010,Fashion,LinenLane,0.0049,0.0023,0.1406,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000048,7,P000018,Electronics,Auralux,0.0045,0.003,0.1367,Recommended because the two-tower retrieval model found similar behavior,False,0.003
U000048,8,P000028,Electronics,VoltEdge,0.0,0.0015,0.1367,Recommended because ranking features predict purchase intent,False,0.0015
U000048,9,P000009,Electronics,VoltEdge,0.0045,0.0033,0.1366,Recommended because the two-tower retrieval model found similar behavior,False,0.0033
U000048,10,P000012,Grocery,NorthPantry,0.0032,0.0018,0.1362,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000063,1,P000006,Grocery,HarvestHill,0.0138,0.0018,0.1458,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000063,2,P000011,Home,LumaHome,0.0149,0.0022,0.1444,Recommended because it matches the user's category affinity,True,0.0022
U000063,3,P000031,Sports,MotionWorks,0.014,0.0019,0.1436,Recommended because the two-tower retrieval model found similar behavior,False,0.0019
U000063,4,P000010,Fashion,LinenLane,0.0127,0.0023,0.1428,Recommended because the two-tower retrieval model found similar behavior,False,0.0023
U000063,5,P000023,Grocery,HarvestHill,0.0,0.0031,0.1425,Recommended because ranking features predict purchase intent,False,0.0031
U000063,6,P000028,Electronics,VoltEdge,0.0137,0.0015,0.1405,Recommended because the two-tower retrieval model found similar behavior,False,0.0015
U000063,7,P000012,Grocery,NorthPantry,0.0146,0.0018,0.1394,Recommended because the two-tower retrieval model found similar behavior,False,0.0018
U000063,8,P000018,Electronics,Auralux,0.0132,0.003,0.1391,Recommended because the two-tower retrieval model found similar behavior,False,0.003
U000063,9,P000009,Electronics,VoltEdge,0.0131,0.0033,0.139,Recommended because the two-tower retrieval model found similar behavior,False,0.0033
U000063,10,P000015,Fashion,Arden,0.0139,0.0017,0.1378,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
U000017,1,P000023,Grocery,HarvestHill,0.0063,0.0031,0.1443,Recommended because the two-tower retrieval model found similar behavior,False,0.0031
U000017,2,P000014,Sports,Fieldstone,0.0252,0.0017,0.1443,Recommended because the two-tower retrieval model found similar behavior,False,0.0017
