user_id,user_location,device_type,user_segment,signup_date,loyalty_tier,home_location,preferred_device,favorite_category,category_affinity,discount_sensitivity,value_tier,signup_age_days
U000040,NY,desktop,mid_market,2024-07-20,bronze,FL,mobile,Electronics,"{'Electronics': np.float64(0.4554), 'Home': np.float64(0.08), 'Fashion': np.float64(0.0359), 'Beauty': np.float64(0.0633), 'Sports': np.float64(0.032), 'Grocery': np.float64(0.3334)}",0.306,mid_market,522
U000041,GA,mobile,mid_market,2025-12-29,silver,IL,mobile,Home,"{'Electronics': np.float64(0.1206), 'Home': np.float64(0.5847), 'Fashion': np.float64(0.1302), 'Beauty': np.float64(0.0324), 'Sports': np.float64(0.0296), 'Grocery': np.float64(0.1025)}",0.644,mid_market,714
U000042,NY,mobile,budget,2025-08-24,bronze,AZ,mobile,Beauty,"{'Electronics': np.float64(0.3416), 'Home': np.float64(0.0318), 'Fashion': np.float64(0.059), 'Beauty': np.float64(0.4088), 'Sports': np.float64(0.0737), 'Grocery': np.float64(0.085)}",0.865,budget,1367
U000043,AZ,desktop,mid_market,2025-04-26,gold,WA,desktop,Beauty,"{'Electronics': np.float64(0.0294), 'Home': np.float64(0.0465), 'Fashion': np.float64(0.2986), 'Beauty': np.float64(0.3766), 'Sports': np.float64(0.1649), 'Grocery': np.float64(0.084)}",0.277,mid_market,547
U000044,GA,tablet,mid_market,2023-08-08,bronze,AZ,tablet,Sports,"{'Electronics': np.float64(0.0591), 'Home': np.float64(0.2959), 'Fashion': np.float64(0.1949), 'Beauty': np.float64(0.013), 'Sports': np.float64(0.339), 'Grocery': np.float64(0.0981)}",0.454,mid_market,583
U000045,CA,mobile,budget,2022-08-09,bronze,IL,mobile,Electronics,"{'Electronics': np.float64(0.3895), 'Home': np.float64(0.0764), 'Fashion': np.float64(0.2823), 'Beauty': np.float64(0.0129), 'Sports': np.float64(0.0292), 'Grocery': np.float64(0.2096)}",0.379,budget,1219
U000046,TX,desktop,mid_market,2022-08-17,silver,CA,mobile,Grocery,"{'Electronics': np.float64(0.0561), 'Home': np.float64(0.0989), 'Fashion': np.float64(0.3044), 'Beauty': np.float64(0.2108), 'Sports': np.float64(0.0248), 'Grocery': np.float64(0.3049)}",0.182,mid_market,1263
U000047,FL,tablet,budget,2023-03-10,silver,NC,tablet,Grocery,"{'Electronics': np.float64(0.0608), 'Home': np.float64(0.0002), 'Fashion': np.float64(0.0344), 'Beauty': np.float64(0.2009), 'Sports': np.float64(0.1649), 'Grocery': np.float64(0.5388)}",0.668,budget,1322
U000048,CO,mobile,mid_market,2026-03-20,silver,FL,mobile,Sports,"{'Electronics': np.float64(0.0371), 'Home': np.float64(0.0394), 'Fashion': np.float64(0.1126), 'Beauty': np.float64(0.1733), 'Sports': np.float64(0.5255), 'Grocery': np.float64(0.1121)}",0.254,mid_market,813
U000049,GA,mobile,budget,2025-05-28,platinum,IL,desktop,Grocery,"{'Electronics': np.float64(0.152), 'Home': np.float64(0.1098), 'Fashion': np.float64(0.2114), 'Beauty': np.float64(0.0069), 'Sports': np.float64(0.0674), 'Grocery': np.float64(0.4524)}",0.385,budget,1023
U000050,TX,mobile,budget,2025-11-03,platinum,CA,mobile,Electronics,"{'Electronics': np.float64(0.4945), 'Home': np.float64(0.1121), 'Fashion': np.float64(0.0797), 'Beauty': np.float64(0.0313), 'Sports': np.float64(0.0126), 'Grocery': np.float64(0.2698)}",0.237,budget,111
U000051,GA,mobile,budget,2023-01-02,silver,AZ,mobile,Home,"{'Electronics': np.float64(0.0963), 'Home': np.float64(0.2226), 'Fashion': np.float64(0.2098), 'Beauty': np.float64(0.1448), 'Sports': np.float64(0.1345), 'Grocery': np.float64(0.192)}",0.362,budget,1233
U000052,AZ,mobile,mid_market,2026-01-08,bronze,IL,mobile,Home,"{'Electronics': np.float64(0.2461), 'Home': np.float64(0.3185), 'Fashion': np.float64(0.0706), 'Beauty': np.float64(0.1095), 'Sports': np.float64(0.1222), 'Grocery': np.float64(0.1331)}",0.401,mid_market,129
U000053,FL,mobile,premium,2024-05-16,platinum,WA,mobile,Grocery,"{'Electronics': np.float64(0.1184), 'Home': np.float64(0.1386), 'Fashion': np.float64(0.0425), 'Beauty': np.float64(0.2389), 'Sports': np.float64(0.1852), 'Grocery': np.float64(0.2764)}",0.623,premium,651
U000054,TX,desktop,mid_market,2025-05-28,silver,TX,desktop,Electronics,"{'Electronics': np.float64(0.568), 'Home': np.float64(0.1728), 'Fashion': np.float64(0.1401), 'Beauty': np.float64(0.0031), 'Sports': np.float64(0.0289), 'Grocery': np.float64(0.0872)}",0.452,mid_market,1089
U000055,CO,tablet,budget,2024-08-01,platinum,CO,desktop,Beauty,"{'Electronics': np.float64(0.0054), 'Home': np.float64(0.1041), 'Fashion': np.float64(0.1044), 'Beauty': np.float64(0.58), 'Sports': np.float64(0.0655), 'Grocery': np.float64(0.1406)}",0.447,budget,1305
U000056,CO,mobile,mid_market,2024-02-20,bronze,TX,desktop,Home,"{'Electronics': np.float64(0.2618), 'Home': np.float64(0.2765), 'Fashion': np.float64(0.221), 'Beauty': np.float64(0.0836), 'Sports': np.float64(0.0771), 'Grocery': np.float64(0.0801)}",0.761,mid_market,258
U000057,FL,mobile,premium,2024-02-26,bronze,NC,desktop,Home,"{'Electronics': np.float64(0.2311), 'Home': np.float64(0.371), 'Fashion': np.float64(0.2113), 'Beauty': np.float64(0.0287), 'Sports': np.float64(0.1465), 'Grocery': np.float64(0.0115)}",0.554,premium,952
U000058,NY,mobile,mid_market,2023-07-08,silver,AZ,mobile,Fashion,"{'Electronics': np.float64(0.0529), 'Home': np.float64(0.0046), 'Fashion': np.float64(0.8291), 'Beauty': np.float64(0.0331), 'Sports': np.float64(0.0764), 'Grocery': np.float64(0.0038)}",0.162,mid_market,870
U000059,CA,mobile,premium,2023-11-26,bronze,AZ,mobile,Beauty,"{'Electronics': np.float64(0.1813), 'Home': np.float64(0.0117), 'Fashion': np.float64(0.1139), 'Beauty': np.float64(0.5604), 'Sports': np.float64(0.0016), 'Grocery': np.float64(0.1311)}",0.413,premium,825
U000060,CO,mobile,budget,2022-12-08,gold,GA,mobile,Fashion,"{'Electronics': np.float64(0.0243), 'Home': np.float64(0.3214), 'Fashion': np.float64(0.3739), 'Beauty': np.float64(0.0376), 'Sports': np.float64(0.1897), 'Grocery': np.float64(0.0531)}",0.197,budget,351
U000061,NY,mobile,premium,2023-10-04,gold,AZ,mobile,Sports,"{'Electronics': np.float64(0.0745), 'Home': np.float64(0.1644), 'Fashion': np.float64(0.1158), 'Beauty': np.float64(0.0126), 'Sports': np.float64(0.4453), 'Grocery': np.float64(0.1874)}",0.457,premium,707
U000062,FL,mobile,budget,2024-07-08,gold,CA,mobile,Home,"{'Electronics': np.float64(0.1777), 'Home': np.float64(0.2694), 'Fashion': np.float64(0.1663), 'Beauty': np.float64(0.0778), 'Sports': np.float64(0.0555), 'Grocery': np.float64(0.2532)}",0.48,budget,547
U000063,GA,mobile,premium,2026-02-23,silver,WA,mobile,Beauty,"{'Electronics': np.float64(0.1021), 'Home': np.float64(0.2197), 'Fashion': np.float64(0.0718), 'Beauty': np.float64(0.3024), 'Sports': np.float64(0.0034), 'Grocery': np.float64(0.3006)}",0.493,premium,215
U000064,GA,tablet,premium,2024-05-04,bronze,NC,desktop,Beauty,"{'Electronics': np.float64(0.2947), 'Home': np.float64(0.0161), 'Fashion': np.float64(0.1736), 'Beauty': np.float64(0.4451), 'Sports': np.float64(0.0115), 'Grocery': np.float64(0.059)}",0.548,premium,729
U000065,IL,mobile,mid_market,2024-06-24,gold,CA,mobile,Grocery,"{'Electronics': np.float64(0.0831), 'Home': np.float64(0.2259), 'Fashion': np.float64(0.2604), 'Beauty': np.float64(0.007), 'Sports': np.float64(0.0931), 'Grocery': np.float64(0.3305)}",0.154,mid_market,825
U000066,TX,mobile,budget,2024-04-09,bronze,IL,mobile,Grocery,"{'Electronics': np.float64(0.1039), 'Home': np.float64(0.1461), 'Fashion': np.float64(0.217), 'Beauty': np.float64(0.102), 'Sports': np.float64(0.1372), 'Grocery': np.float64(0.2939)}",0.554,budget,884
U000067,NY,tablet,budget,2023-05-05,platinum,CA,mobile,Electronics,"{'Electronics': np.float64(0.5579), 'Home': np.float64(0.1642), 'Fashion': np.float64(0.007), 'Beauty': np.float64(0.0045), 'Sports': np.float64(0.0539), 'Grocery': np.float64(0.2126)}",0.055,budget,728
U000068,AZ,desktop,budget,2023-04-15,silver,WA,mobile,Beauty,"{'Electronics': np.float64(0.1265), 'Home': np.float64(0.2227), 'Fashion': np.float64(0.2332), 'Beauty': np.float64(0.2901), 'Sports': np.float64(0.07), 'Grocery': np.float64(0.0576)}",0.869,budget,1234
U000069,CA,mobile,mid_market,2025-09-19,silver,WA,desktop,Electronics,"{'Electronics': np.float64(0.2712), 'Home': np.float64(0.2688), 'Fashion': np.float64(0.2222), 'Beauty': np.float64(0.08), 'Sports': np.float64(0.0525), 'Grocery': np.float64(0.1054)}",0.638,mid_market,598
U000070,FL,desktop,budget,2023-12-19,bronze,WA,mobile,Sports,"{'Electronics': np.float64(0.2611), 'Home': np.float64(0.1072), 'Fashion': np.float64(0.0703), 'Beauty': np.float64(0.1225), 'Sports': np.float64(0.3601), 'Grocery': np.float64(0.0787)}",0.301,budget,740
U000071,WA,tablet,budget,2022-08-29,bronze,FL,mobile,Electronics,"{'Electronics': np.float64(0.3926), 'Home': np.float64(0.0308), 'Fashion': np.float64(0.3031), 'Beauty': np.float64(0.1315), 'Sports': np.float64(0.0965), 'Grocery': np.float64(0.0455)}",0.53,budget,514
U000072,CO,mobile,budget,2024-11-12,bronze,NC,mobile,Fashion,"{'Electronics': np.float64(0.2112), 'Home': np.float64(0.2952), 'Fashion': np.float64(0.375), 'Beauty': np.float64(0.0046), 'Sports': np.float64(0.0911), 'Grocery': np.float64(0.0229)}",0.23,budget,92
U000073,GA,desktop,budget,2024-08-17,platinum,NC,mobile,Sports,"{'Electronics': np.float64(0.294), 'Home': np.float64(0.0051), 'Fashion': np.float64(0.234), 'Beauty': np.float64(0.0743), 'Sports': np.float64(0.3668), 'Grocery': np.float64(0.0258)}",0.654,budget,662
U000074,IL,mobile,mid_market,2024-08-29,bronze,GA,mobile,Grocery,"{'Electronics': np.float64(0.0558), 'Home': np.float64(0.1087), 'Fashion': np.float64(0.0548), 'Beauty': np.float64(0.1083), 'Sports': np.float64(0.1824), 'Grocery': np.float64(0.4899)}",0.372,mid_market,1014
U000075,FL,mobile,premium,2023-05-05,silver,NC,mobile,Beauty,"{'Electronics': np.float64(0.1053), 'Home': np.float64(0.2337), 'Fashion': np.float64(0.2074), 'Beauty': np.float64(0.3414), 'Sports': np.float64(0.1008), 'Grocery': np.float64(0.0114)}",0.144,premium,630
U000076,CA,mobile,budget,2024-09-23,bronze,FL,mobile,Home,"{'Electronics': np.float64(0.3316), 'Home': np.float64(0.4953), 'Fashion': np.float64(0.0007), 'Beauty': np.float64(0.0751), 'Sports': np.float64(0.0818), 'Grocery': np.float64(0.0155)}",0.444,budget,1419
U000077,CO,desktop,mid_market,2025-03-07,bronze,CO,desktop,Electronics,"{'Electronics': np.float64(0.6139), 'Home': np.float64(0.0016), 'Fashion': np.float64(0.1215), 'Beauty': np.float64(0.0117), 'Sports': np.float64(0.1473), 'Grocery': np.float64(0.104)}",0.505,mid_market,1242
U000078,NY,mobile,mid_market,2024-06-30,bronze,GA,mobile,Fashion,"{'Electronics': np.float64(0.1361), 'Home': np.float64(0.09), 'Fashion': np.float64(0.2745), 'Beauty': np.float64(0.1053), 'Sports': np.float64(0.1213), 'Grocery': np.float64(0.2728)}",0.416,mid_market,364
U000079,WA,mobile,budget,2026-04-09,platinum,CO,mobile,Home,"{'Electronics': np.float64(0.205), 'Home': np.float64(0.3519), 'Fashion': np.float64(0.2626), 'Beauty': np.float64(0.0003), 'Sports': np.float64(0.1617), 'Grocery': np.float64(0.0186)}",0.386,budget,374
U000080,CO,mobile,mid_market,2024-05-25,bronze,CO,mobile,Electronics,"{'Electronics': np.float64(0.4058), 'Home': np.float64(0.1732), 'Fashion': np.float64(0.0967), 'Beauty': np.float64(0.1664), 'Sports': np.float64(0.0826), 'Grocery': np.float64(0.0753)}",0.786,mid_market,762
